Customer Id,CUSTOMER NAME,CUSTOMER_LOCATION_ID,Division,Division Manager,GEO ZONE,customer_created_date,customer_updated_date
2560,CUSTOMER 2560,LOSP00577,Centroeste/Sudeste,Carolina Oliveira,Interior SP,12/3/2020 6:58,12/19/2020 16:43
2563,CUSTOMER 2563,LOGO00581,Centroeste/Sudeste,Carolina Oliveira,Goiás,10/22/2020 6:01,10/24/2020 12:01
2566,CUSTOMER 2566,LORJ00593,Centroeste/Sudeste,Carolina Oliveira,Rio de Janeiro,10/22/2020 6:01,10/24/2020 12:01
2569,CUSTOMER 2569,LOMG00595,Centroeste/Sudeste,Carolina Oliveira,Contagem,10/22/2020 6:01,10/24/2020 12:01
2572,CUSTOMER 2572,LOMG00596,Centroeste/Sudeste,Carolina Oliveira,Contagem,12/3/2020 6:58,12/6/2020 13:57
2575,CUSTOMER 2575,LOMG00597,Centroeste/Sudeste,Carolina Oliveira,Contagem,12/3/2020 6:58,12/6/2020 14:10
2578,CUSTOMER 2578,LOMG00598,Centroeste/Sudeste,Carolina Oliveira,Contagem,12/3/2020 6:58,12/6/2020 14:24
2581,CUSTOMER 2581,LOMG00599,Centroeste/Sudeste,Carolina Oliveira,Contagem,12/3/2020 6:58,12/6/2020 14:48
2584,CUSTOMER 2584,LOMG00600,Centroeste/Sudeste,Carolina Oliveira,Contagem,12/3/2020 6:58,12/6/2020 14:49
2587,CUSTOMER 2587,LOMG00601,Centroeste/Sudeste,Carolina Oliveira,Contagem,12/3/2020 6:58,3/23/2021 12:30
2590,CUSTOMER 2590,LOMG00620,Centroeste/Sudeste,Carolina Oliveira,Contagem,10/22/2020 6:01,10/24/2020 12:01
2593,CUSTOMER 2593,LOMG00621,Centroeste/Sudeste,Carolina Oliveira,Contagem,12/3/2020 6:58,4/11/2021 12:00
2596,CUSTOMER 2596,LOMG00622,Centroeste/Sudeste,Carolina Oliveira,Contagem,12/3/2020 6:58,12/6/2020 12:39
2599,CUSTOMER 2599,LOMG00623,Centroeste/Sudeste,Carolina Oliveira,Contagem,12/3/2020 6:58,12/6/2020 14:51
2602,CUSTOMER 2602,LOMG00624,Centroeste/Sudeste,Carolina Oliveira,Contagem,12/3/2020 6:58,12/6/2020 15:24
2605,CUSTOMER 2605,LOSC00630,Sul,Simon Klaus,Interior SC,12/3/2020 6:58,12/5/2020 12:58
2608,CUSTOMER 2608,LOGO00635,Centroeste/Sudeste,Carolina Oliveira,Distrito Federal,9/24/2020 5:59,9/29/2020 18:19
2611,CUSTOMER 2611,LOSC00644,Sul,Simon Klaus,Interior SC,9/24/2020 5:59,9/29/2020 18:19
2614,CUSTOMER 2614,LODF00649,Centroeste/Sudeste,Carolina Oliveira,Distrito Federal,9/29/2020 14:08,10/3/2020 7:38
2617,CUSTOMER 2617,LODF00650,Centroeste/Sudeste,Carolina Oliveira,Distrito Federal,12/20/2020 14:08,12/23/2020 13:28
2620,CUSTOMER 2620,LODF00651,Centroeste/Sudeste,Carolina Oliveira,Distrito Federal,2/22/2021 15:45,2/25/2021 15:20
2623,CUSTOMER 2623,LODF00652,Centroeste/Sudeste,Carolina Oliveira,Distrito Federal,5/3/2021 11:43,5/6/2021 11:05
2626,CUSTOMER 2626,LODF00653,Centroeste/Sudeste,Carolina Oliveira,Distrito Federal,5/17/2021 12:33,5/20/2021 12:07
2629,CUSTOMER 2629,LODF00654,Centroeste/Sudeste,Carolina Oliveira,Distrito Federal,9/24/2020 5:59,9/29/2020 18:19
2632,CUSTOMER 2632,LODF00655,Centroeste/Sudeste,Carolina Oliveira,Distrito Federal,9/24/2020 5:59,9/29/2020 18:19
2635,CUSTOMER 2635,LODF00656,Centroeste/Sudeste,Carolina Oliveira,Distrito Federal,9/24/2020 5:59,9/29/2020 18:19
2638,CUSTOMER 2638,LODF00657,Centroeste/Sudeste,Carolina Oliveira,Distrito Federal,9/24/2020 5:59,9/29/2020 18:19
2641,CUSTOMER 2641,LODF00658,Centroeste/Sudeste,Carolina Oliveira,Distrito Federal,10/22/2020 6:01,10/24/2020 12:01
2644,CUSTOMER 2644,LODF00659,Centroeste/Sudeste,Carolina Oliveira,Distrito Federal,10/22/2020 6:01,10/24/2020 12:01
2647,CUSTOMER 2647,LODF00660,Centroeste/Sudeste,Carolina Oliveira,Distrito Federal,10/22/2020 6:01,10/24/2020 12:01
2650,CUSTOMER 2650,LODF00661,Centroeste/Sudeste,Carolina Oliveira,Distrito Federal,12/3/2020 6:58,12/5/2020 12:58
2653,CUSTOMER 2653,LODF00662,Centroeste/Sudeste,Carolina Oliveira,Distrito Federal,12/3/2020 6:58,12/5/2020 12:58
2656,CUSTOMER 2656,LODF00663,Centroeste/Sudeste,Carolina Oliveira,Distrito Federal,12/3/2020 6:58,12/5/2020 12:58
2659,CUSTOMER 2659,LODF00664,Centroeste/Sudeste,Carolina Oliveira,Distrito Federal,12/3/2020 6:58,12/5/2020 12:58
2662,CUSTOMER 2662,LODF00665,Centroeste/Sudeste,Carolina Oliveira,Distrito Federal,12/3/2020 6:58,12/5/2020 12:58
2665,CUSTOMER 2665,LODF00666,Centroeste/Sudeste,Carolina Oliveira,Distrito Federal,12/3/2020 6:58,12/5/2020 12:58
2668,CUSTOMER 2668,LOMG00667,Centroeste/Sudeste,Carolina Oliveira,Contagem,10/22/2020 6:01,11/10/2020 14:09
2671,CUSTOMER 2671,LOSC00668,Sul,Simon Klaus,Interior SC,12/3/2020 6:58,12/5/2020 12:58
2674,CUSTOMER 2674,LOSC00669,Sul,Simon Klaus,Interior SC,12/3/2020 6:58,12/5/2020 12:58
2677,CUSTOMER 2677,LORS00684,Sul,Simon Klaus,Santa Maria,12/3/2020 6:58,1/9/2021 14:14
2680,CUSTOMER 2680,LORS00685,Sul,Simon Klaus,Santa Maria,12/3/2020 6:58,1/9/2021 14:15
2683,CUSTOMER 2683,LORS00686,Sul,Simon Klaus,Santa Maria,12/3/2020 6:58,1/9/2021 14:15
2686,CUSTOMER 2686,LOES00697,Norte/Nordeste,Juarez Silva,Espírito Santo,12/3/2020 6:58,4/24/2021 5:02
2689,CUSTOMER 2689,LOSP00699,Centroeste/Sudeste,Carolina Oliveira,Grande SP,10/22/2020 6:01,10/28/2020 13:40
2692,CUSTOMER 2692,LOBA00702,Norte/Nordeste,Juarez Silva,Norte,10/22/2020 6:01,10/24/2020 12:01
2695,CUSTOMER 2695,LOBA00703,Norte/Nordeste,Juarez Silva,Norte,10/22/2020 6:01,10/25/2020 10:45
2698,CUSTOMER 2698,LOPR00705,Sul,Simon Klaus,Maringa,10/22/2020 6:01,10/24/2020 12:01
2701,CUSTOMER 2701,LOPR00706,Sul,Simon Klaus,Maringa,10/22/2020 6:01,10/24/2020 12:01
2704,CUSTOMER 2704,LOSP00707,Centroeste/Sudeste,Carolina Oliveira,Campinas,10/22/2020 6:01,10/24/2020 12:01
2707,CUSTOMER 2707,LOSP00708,Centroeste/Sudeste,Carolina Oliveira,Campinas,10/22/2020 6:01,10/24/2020 12:01
2710,CUSTOMER 2710,LOSP00709,Centroeste/Sudeste,Carolina Oliveira,Campinas,10/22/2020 6:01,10/24/2020 12:01
2713,CUSTOMER 2713,LOSP00710,Centroeste/Sudeste,Carolina Oliveira,Campinas,10/22/2020 6:01,10/24/2020 12:01
2716,CUSTOMER 2716,LOSP00711,Centroeste/Sudeste,Carolina Oliveira,Campinas,10/22/2020 6:01,3/12/2021 8:51
2719,CUSTOMER 2719,LOSP00712,Centroeste/Sudeste,Carolina Oliveira,Campinas,12/3/2020 6:58,12/5/2020 12:58
2722,CUSTOMER 2722,LOSP00713,Centroeste/Sudeste,Carolina Oliveira,Campinas,12/3/2020 6:58,12/5/2020 12:58
2725,CUSTOMER 2725,LOSP00714,Centroeste/Sudeste,Carolina Oliveira,Campinas,12/3/2020 6:58,12/5/2020 12:58
2728,CUSTOMER 2728,LOSP00715,Centroeste/Sudeste,Carolina Oliveira,Campinas,12/3/2020 6:58,12/5/2020 12:58
2731,CUSTOMER 2731,LOSP00716,Centroeste/Sudeste,Carolina Oliveira,Campinas,12/3/2020 6:58,12/6/2020 8:14
2734,CUSTOMER 2734,LOSP00717,Centroeste/Sudeste,Carolina Oliveira,Campinas,12/3/2020 6:58,4/1/2021 13:46
2737,CUSTOMER 2737,LOSP00718,Centroeste/Sudeste,Carolina Oliveira,Campinas,12/3/2020 6:58,4/1/2021 13:47
2740,CUSTOMER 2740,LOSP00719,Centroeste/Sudeste,Carolina Oliveira,Campinas,12/3/2020 6:58,4/23/2021 8:13
2743,CUSTOMER 2743,LOSP00720,Centroeste/Sudeste,Carolina Oliveira,Campinas,12/3/2020 6:58,12/5/2020 12:58
2746,CUSTOMER 2746,LOSP00721,Centroeste/Sudeste,Carolina Oliveira,Campinas,1/16/2021 12:55,4/1/2021 13:45
2749,CUSTOMER 2749,LOSP00722,Centroeste/Sudeste,Carolina Oliveira,Campinas,2/8/2021 13:37,2/11/2021 12:57
2752,CUSTOMER 2752,LOSP00723,Centroeste/Sudeste,Carolina Oliveira,Campinas,3/27/2021 6:28,3/30/2021 5:48
2755,CUSTOMER 2755,LOMG00724,Centroeste/Sudeste,Carolina Oliveira,Sul de Minas,9/24/2020 5:59,12/22/2020 13:09
2758,CUSTOMER 2758,LOMG00725,Centroeste/Sudeste,Carolina Oliveira,Sul de Minas,12/3/2020 6:58,12/5/2020 12:58
2761,CUSTOMER 2761,LOPR00730,Sul,Simon Klaus,Curitiba,9/3/2020 6:02,9/29/2020 18:19
2764,CUSTOMER 2764,LOPR00733,Sul,Simon Klaus,Curitiba,12/3/2020 6:58,12/5/2020 12:58
2767,CUSTOMER 2767,LOPR00734,Sul,Simon Klaus,Curitiba,9/3/2020 6:02,9/29/2020 18:19
2770,CUSTOMER 2770,LOPR00735,Sul,Simon Klaus,Maringa,12/3/2020 6:58,12/5/2020 12:58
2773,CUSTOMER 2773,LOMG00738,Centroeste/Sudeste,Carolina Oliveira,Sul de Minas,9/24/2020 5:59,9/29/2020 18:19
2776,CUSTOMER 2776,LOSC00739,Sul,Simon Klaus,Interior SC,12/3/2020 6:58,3/27/2021 7:35
2779,CUSTOMER 2779,LORS00741,Sul,Simon Klaus,Santa Maria,12/3/2020 6:58,5/1/2021 11:07
2782,CUSTOMER 2782,LOSP00763,Centroeste/Sudeste,Carolina Oliveira,Campinas,9/24/2020 5:59,9/29/2020 18:19
2785,CUSTOMER 2785,LOPR00767,Sul,Simon Klaus,Maringa,9/3/2020 6:02,9/29/2020 18:19
2788,CUSTOMER 2788,LOPR00768,Sul,Simon Klaus,Maringa,9/3/2020 6:02,9/29/2020 18:19
2791,CUSTOMER 2791,LOBA00788,Norte/Nordeste,Juarez Silva,Norte,12/3/2020 6:58,12/5/2020 12:58
2794,CUSTOMER 2794,LOBA00789,Norte/Nordeste,Juarez Silva,Norte,12/3/2020 6:58,12/5/2020 12:58
2797,CUSTOMER 2797,LOPR00889,Sul,Simon Klaus,Curitiba,12/3/2020 6:58,12/5/2020 12:58
2800,CUSTOMER 2800,LOPR00891,Sul,Simon Klaus,Maringa,12/3/2020 6:58,3/5/2021 9:19
2803,CUSTOMER 2803,LOMG00894,Centroeste/Sudeste,Carolina Oliveira,Contagem,12/3/2020 6:58,12/20/2020 10:35
2806,CUSTOMER 2806,LOMG00898,Centroeste/Sudeste,Carolina Oliveira,Contagem,12/3/2020 6:58,12/6/2020 14:46
2809,CUSTOMER 2809,LOMG00900,Centroeste/Sudeste,Carolina Oliveira,Contagem,12/3/2020 6:58,12/6/2020 12:37
2812,CUSTOMER 2812,LOMG00901,Centroeste/Sudeste,Carolina Oliveira,Contagem,12/3/2020 6:58,12/6/2020 12:22
2815,CUSTOMER 2815,LOMG00902,Centroeste/Sudeste,Carolina Oliveira,Contagem,12/3/2020 6:58,12/6/2020 12:45
2818,CUSTOMER 2818,LOMG00903,Centroeste/Sudeste,Carolina Oliveira,Contagem,12/3/2020 6:58,12/22/2020 9:46
2821,CUSTOMER 2821,LOMG00904,Centroeste/Sudeste,Carolina Oliveira,Contagem,12/3/2020 6:58,3/31/2021 12:41
2824,CUSTOMER 2824,LOMG00905,Centroeste/Sudeste,Carolina Oliveira,Contagem,12/3/2020 6:58,4/1/2021 13:42
2827,CUSTOMER 2827,LOMG00906,Centroeste/Sudeste,Carolina Oliveira,Contagem,2/20/2021 11:22,2/23/2021 10:48
2830,CUSTOMER 2830,LOSP00908,Centroeste/Sudeste,Carolina Oliveira,Campinas,12/3/2020 6:58,3/17/2021 13:09
2833,CUSTOMER 2833,LOSC00910,Sul,Simon Klaus,Interior SC,10/22/2020 6:01,10/24/2020 12:01
2836,CUSTOMER 2836,LOSP00911,Centroeste/Sudeste,Carolina Oliveira,Grande SP,10/22/2020 6:01,3/27/2021 6:13
2839,CUSTOMER 2839,LOSP00914,Centroeste/Sudeste,Carolina Oliveira,Interior SP,9/3/2020 6:02,9/29/2020 18:19
2842,CUSTOMER 2842,LOSP00915,Centroeste/Sudeste,Carolina Oliveira,Interior SP,10/22/2020 6:01,10/24/2020 12:01
2845,CUSTOMER 2845,LOSP00916,Centroeste/Sudeste,Carolina Oliveira,Interior SP,10/22/2020 6:01,10/24/2020 12:01
2848,CUSTOMER 2848,LOSP00917,Centroeste/Sudeste,Carolina Oliveira,Interior SP,10/22/2020 6:01,10/24/2020 12:01
2851,CUSTOMER 2851,LOSP00918,Centroeste/Sudeste,Carolina Oliveira,Interior SP,10/22/2020 6:01,10/24/2020 12:01
2854,CUSTOMER 2854,LOSP00919,Centroeste/Sudeste,Carolina Oliveira,Interior SP,12/3/2020 6:58,12/6/2020 8:46
2857,CUSTOMER 2857,LOSC00920,Sul,Simon Klaus,Interior SC,9/24/2020 5:59,9/29/2020 18:19
2860,CUSTOMER 2860,LOSC00921,Sul,Simon Klaus,Interior SC,12/3/2020 6:58,12/5/2020 12:58
2863,CUSTOMER 2863,LOSC00922,Sul,Simon Klaus,Interior SC,12/3/2020 6:58,4/17/2021 7:49
2866,CUSTOMER 2866,LOSC00923,Sul,Simon Klaus,Interior SC,12/3/2020 6:58,12/5/2020 12:58
2869,CUSTOMER 2869,LOSC00924,Sul,Simon Klaus,Interior SC,12/3/2020 6:58,12/16/2020 13:01
2872,CUSTOMER 2872,LOSC00925,Sul,Simon Klaus,Interior SC,12/3/2020 6:58,3/20/2021 8:38
2875,CUSTOMER 2875,LOPR00935,Sul,Simon Klaus,Curitiba,10/22/2020 6:01,10/24/2020 12:01
2878,CUSTOMER 2878,LOPR00936,Sul,Simon Klaus,Curitiba,10/22/2020 6:01,10/24/2020 12:01
2881,CUSTOMER 2881,LOPR00937,Sul,Simon Klaus,Curitiba,10/22/2020 6:01,10/27/2020 12:20
2884,CUSTOMER 2884,LOPR00938,Sul,Simon Klaus,Curitiba,10/22/2020 6:01,12/5/2020 15:27
2887,CUSTOMER 2887,LOPR00939,Sul,Simon Klaus,Curitiba,10/22/2020 6:01,5/14/2021 11:31
2890,CUSTOMER 2890,LOPR00940,Sul,Simon Klaus,Curitiba,12/3/2020 6:58,12/5/2020 12:58
2893,CUSTOMER 2893,LOPR00941,Sul,Simon Klaus,Curitiba,12/3/2020 6:58,12/5/2020 12:58
2896,CUSTOMER 2896,LOPR00942,Sul,Simon Klaus,Curitiba,12/3/2020 6:58,12/5/2020 12:58
2899,CUSTOMER 2899,LOPR00943,Sul,Simon Klaus,Curitiba,12/3/2020 6:58,12/5/2020 12:58
2902,CUSTOMER 2902,LOPR00944,Sul,Simon Klaus,Curitiba,12/3/2020 6:58,12/5/2020 12:58
2905,CUSTOMER 2905,LOPR00945,Sul,Simon Klaus,Curitiba,12/3/2020 6:58,12/5/2020 12:58
2908,CUSTOMER 2908,LOPR00946,Sul,Simon Klaus,Curitiba,12/3/2020 6:58,12/5/2020 12:58
2911,CUSTOMER 2911,LOPR00947,Sul,Simon Klaus,Curitiba,12/3/2020 6:58,12/5/2020 12:58
2914,CUSTOMER 2914,LOPR00948,Sul,Simon Klaus,Curitiba,12/3/2020 6:58,12/5/2020 12:58
2917,CUSTOMER 2917,LOPR00949,Sul,Simon Klaus,Curitiba,12/3/2020 6:58,12/5/2020 12:58
2920,CUSTOMER 2920,LOPR00950,Sul,Simon Klaus,Curitiba,12/3/2020 6:58,12/5/2020 12:58
2923,CUSTOMER 2923,LOPR00951,Sul,Simon Klaus,Curitiba,12/3/2020 6:58,12/5/2020 12:58
2926,CUSTOMER 2926,LOPR00952,Sul,Simon Klaus,Curitiba,12/3/2020 6:58,12/5/2020 12:58
2929,CUSTOMER 2929,LOPR00953,Sul,Simon Klaus,Curitiba,12/3/2020 6:58,1/5/2021 12:51
2932,CUSTOMER 2932,LOPR00954,Sul,Simon Klaus,Curitiba,12/3/2020 6:58,1/22/2021 12:01
2935,CUSTOMER 2935,LOPR00955,Sul,Simon Klaus,Curitiba,12/3/2020 6:58,5/25/2021 14:56
2938,CUSTOMER 2938,LOPR00956,Sul,Simon Klaus,Curitiba,12/3/2020 6:58,12/5/2020 12:58
2941,CUSTOMER 2941,LOPR00957,Sul,Simon Klaus,Curitiba,12/3/2020 6:58,12/5/2020 12:58
2944,CUSTOMER 2944,LOPR00958,Sul,Simon Klaus,Curitiba,12/3/2020 6:58,12/6/2020 8:56
2947,CUSTOMER 2947,LOPR00959,Sul,Simon Klaus,Curitiba,12/3/2020 6:58,1/15/2021 13:16
2950,CUSTOMER 2950,LOPR00960,Sul,Simon Klaus,Curitiba,12/3/2020 6:58,3/20/2021 8:49
2953,CUSTOMER 2953,LOPR00961,Sul,Simon Klaus,Curitiba,12/3/2020 6:58,4/1/2021 10:37
2956,CUSTOMER 2956,LOSP00963,Centroeste/Sudeste,Carolina Oliveira,Interior SP,10/22/2020 6:01,10/28/2020 13:18
2959,CUSTOMER 2959,LOSP00966,Centroeste/Sudeste,Carolina Oliveira,Grande SP,9/24/2020 5:59,9/29/2020 18:19
2962,CUSTOMER 2962,LOSP00967,Centroeste/Sudeste,Carolina Oliveira,Grande SP,10/22/2020 6:01,10/24/2020 12:01
2965,CUSTOMER 2965,LOSP00968,Centroeste/Sudeste,Carolina Oliveira,Grande SP,10/22/2020 6:01,4/14/2021 9:31
2968,CUSTOMER 2968,LOSP00969,Centroeste/Sudeste,Carolina Oliveira,Grande SP,12/3/2020 6:58,4/7/2021 11:48
2971,CUSTOMER 2971,LOSP00970,Centroeste/Sudeste,Carolina Oliveira,Grande SP,12/3/2020 6:58,12/5/2020 12:58
2974,CUSTOMER 2974,LOSP00971,Centroeste/Sudeste,Carolina Oliveira,Grande SP,12/3/2020 6:58,12/5/2020 12:58
2977,CUSTOMER 2977,LOSP00972,Centroeste/Sudeste,Carolina Oliveira,Grande SP,12/3/2020 6:58,12/6/2020 9:19
2980,CUSTOMER 2980,LOSP00973,Centroeste/Sudeste,Carolina Oliveira,Grande SP,12/3/2020 6:58,3/26/2021 11:13
2983,CUSTOMER 2983,LOMG00974,Norte/Nordeste,Juarez Silva,Interior MG,12/3/2020 6:58,12/6/2020 15:24
2986,CUSTOMER 2986,LOMG00975,Norte/Nordeste,Juarez Silva,Interior MG,12/3/2020 6:58,12/7/2020 8:11
2989,CUSTOMER 2989,LOBA00976,Norte/Nordeste,Juarez Silva,Bahia,9/24/2020 5:59,9/29/2020 18:19
2992,CUSTOMER 2992,LOSP00977,Centroeste/Sudeste,Carolina Oliveira,Grande SP,10/22/2020 6:01,10/28/2020 13:40
2995,CUSTOMER 2995,LOES00982,Norte/Nordeste,Juarez Silva,Espírito Santo,9/24/2020 5:59,9/29/2020 18:19
2998,CUSTOMER 2998,LORJ00987,Centroeste/Sudeste,Carolina Oliveira,Rio de Janeiro,12/3/2020 6:58,12/5/2020 12:58
3001,CUSTOMER 3001,LORJ00988,Centroeste/Sudeste,Carolina Oliveira,Rio de Janeiro,12/3/2020 6:58,12/6/2020 11:35
3004,CUSTOMER 3004,LOSP00990,Centroeste/Sudeste,Carolina Oliveira,Grande SP,10/22/2020 6:01,10/24/2020 12:01
3007,CUSTOMER 3007,LOMG01005,Centroeste/Sudeste,Carolina Oliveira,Sul de Minas,12/3/2020 6:58,12/6/2020 14:54
3010,CUSTOMER 3010,LOMG01006,Centroeste/Sudeste,Carolina Oliveira,Sul de Minas,12/3/2020 6:58,4/23/2021 12:00
3013,CUSTOMER 3013,LOMG01007,Centroeste/Sudeste,Carolina Oliveira,Vale Paraíba,5/17/2021 8:08,5/20/2021 7:42
3016,CUSTOMER 3016,LOMG01008,Centroeste/Sudeste,Carolina Oliveira,Vale Paraíba,5/17/2021 8:29,5/20/2021 7:51
3019,CUSTOMER 3019,LORS01019,Sul,Simon Klaus,Santa Maria,12/3/2020 6:58,12/23/2020 9:47
3022,CUSTOMER 3022,LOBA01020,Norte/Nordeste,Juarez Silva,Norte,12/3/2020 6:58,12/5/2020 12:58
3025,CUSTOMER 3025,LOBA01021,Norte/Nordeste,Juarez Silva,Norte,12/3/2020 6:58,12/5/2020 12:58
3028,CUSTOMER 3028,LOSP01024,Centroeste/Sudeste,Carolina Oliveira,Grande SP,10/22/2020 6:01,10/28/2020 13:02
3031,CUSTOMER 3031,LOSC01034,Sul,Simon Klaus,Interior SC,10/22/2020 6:01,10/24/2020 12:01
3034,CUSTOMER 3034,LOSC01035,Sul,Simon Klaus,Interior SC,12/3/2020 6:58,12/5/2020 12:58
3037,CUSTOMER 3037,LOSC01036,Sul,Simon Klaus,Interior SC,12/3/2020 6:58,12/5/2020 12:58
3040,CUSTOMER 3040,LOSC01037,Sul,Simon Klaus,Interior SC,12/3/2020 6:58,12/5/2020 12:58
3043,CUSTOMER 3043,LOSP01042,Centroeste/Sudeste,Carolina Oliveira,Interior SP,9/24/2020 5:59,9/29/2020 18:19
3046,CUSTOMER 3046,LOSP01043,Centroeste/Sudeste,Carolina Oliveira,Interior SP,12/3/2020 6:58,12/8/2020 15:45
